state,district,commodity,variety,modal_price
Haryana,Fatehabad,Potato,Other,900
Haryana,Fatehabad,Pumpkin,Other,500
Haryana,Fatehabad,Raddish,Other,600
Haryana,Fatehabad,Spinach,Other,1300
Haryana,Fatehabad,Sponge gourd,Other,4000
Haryana,Fatehabad,Water Melon,Other,1000
Haryana,Jind,Cotton,American,4780
Haryana,Jind,Mustard,Other,3370
Haryana,Kaithal,Apple,Other,6500
Haryana,Kaithal,Banana,Other,1850
Haryana,Kaithal,Onion,Other,900
Haryana,Kaithal,Potato,Other,700
Haryana,Kaithal,Apple,Other,6800
Haryana,Kaithal,Banana,Other,2000
Haryana,Kaithal,Potato,Other,650
Haryana,Karnal,Banana,Other,3900
Haryana,Karnal,Bottle gourd,Other,980
Haryana,Karnal,Cabbage,Other,550
Haryana,Karnal,Capsicum,Other,2450
Haryana,Karnal,Cucumbar(Kheera),Other,450
Haryana,Karnal,Ginger(Green),Other,4500
Haryana,Karnal,Green Chilli,Other,2400
Haryana,Karnal,Onion,Other,780
Haryana,Karnal,Orange,Other,5600
Haryana,Karnal,Potato,Other,700
Haryana,Karnal,Pumpkin,Other,1400
Haryana,Karnal,Banana,Other,2000
Haryana,Karnal,Potato,Other,600
Haryana,Karnal,Tomato,Other,1000
Haryana,Karnal,Cauliflower,Cauliflower,1200
Haryana,Karnal,Cucumbar(Kheera),Cucumbar,800
Haryana,Karnal,Onion,Other,1200
Haryana,Karnal,Potato,Other,600
Haryana,Karnal,Tomato,Other,1000
Haryana,Kurukshetra,Cabbage,Other,600
Haryana,Kurukshetra,Carrot,Other,600
Haryana,Kurukshetra,Cauliflower,Other,1000
Haryana,Kurukshetra,Lemon,Other,1600
Haryana,Kurukshetra,Onion,Other,1200
Haryana,Kurukshetra,Raddish,Other,600
Haryana,Kurukshetra,Wheat,343,1735
Haryana,Kurukshetra,Bhindi(Ladies Finger),Bhindi,3500
Haryana,Kurukshetra,Bitter gourd,Bitter Gourd,3500
Haryana,Kurukshetra,Bottle gourd,Bottle Gourd,500
Haryana,Kurukshetra,Capsicum,Capsicum,1500
Haryana,Kurukshetra,Carrot,Carrot,1400
Haryana,Kurukshetra,Cauliflower,Cauliflower,400
Haryana,Kurukshetra,Cucumbar(Kheera),Cucumbar,300
Haryana,Kurukshetra,Lemon,Other,6200
Haryana,Kurukshetra,Peas Wet,Peas Wet,2300
Haryana,Kurukshetra,Pumpkin,Pumpkin,400
Haryana,Kurukshetra,Raddish,Raddish,600
Haryana,Kurukshetra,Spinach,Spinach,400
Haryana,Mahendragarh-Narnaul,Bhindi(Ladies Finger),Bhindi,2000
Haryana,Mahendragarh-Narnaul,Bitter gourd,Bitter Gourd,2500
Haryana,Mahendragarh-Narnaul,Bottle gourd,Bottle Gourd,300
Haryana,Mahendragarh-Narnaul,Capsicum,Capsicum,1500
Haryana,Mahendragarh-Narnaul,Cauliflower,Cauliflower,1000
Haryana,Mahendragarh-Narnaul,Coriander(Leaves),Coriander,1100
Haryana,Mahendragarh-Narnaul,Cucumbar(Kheera),Cucumbar,500
Haryana,Mahendragarh-Narnaul,Green Chilli,Green Chilly,2000
Haryana,Mahendragarh-Narnaul,Lemon,Other,7000
Haryana,Mahendragarh-Narnaul,Long Melon(Kakri),Other,700
Haryana,Mahendragarh-Narnaul,Peas Wet,Peas Wet,1100
Haryana,Mahendragarh-Narnaul,Pumpkin,Pumpkin,500
Haryana,Mahendragarh-Narnaul,Raddish,Raddish,500
Haryana,Mahendragarh-Narnaul,Spinach,Spinach,600
Haryana,Mahendragarh-Narnaul,Tomato,Local,900
Haryana,Mahendragarh-Narnaul,Tomato,Other,900
Haryana,Mahendragarh-Narnaul,Apple,Other,4500
Haryana,Mahendragarh-Narnaul,Banana,Other,1500
Haryana,Mahendragarh-Narnaul,Bottle gourd,Other,1500
Haryana,Mahendragarh-Narnaul,Brinjal,Other,1500
Haryana,Mahendragarh-Narnaul,Garlic,Other,2000
Haryana,Mahendragarh-Narnaul,Ginger(Dry),Other,2500
Haryana,Mahendragarh-Narnaul,Grapes,Other,4000
Haryana,Mahendragarh-Narnaul,Kinnow,Other,2500
Haryana,Mahendragarh-Narnaul,Lemon,Other,2000
Haryana,Mahendragarh-Narnaul,Long Melon(Kakri),Other,800
Haryana,Mahendragarh-Narnaul,Onion,Other,750
Haryana,Mahendragarh-Narnaul,Pomegranate,Other,5000
Haryana,Mahendragarh-Narnaul,Tomato,Other,950
Haryana,Panchkula,Brinjal,Other,800
Haryana,Panchkula,Carrot,Other,1000
Haryana,Panchkula,Cauliflower,Other,500
Haryana,Panchkula,Green Chilli,Other,1800
Haryana,Panchkula,Potato,Other,650
Haryana,Panchkula,Pumpkin,Other,600
Haryana,Panchkula,Tomato,Other,1000
Haryana,Panchkula,Wheat,Other,1735
Haryana,Panchkula,Onion,Other,1600
Haryana,Panchkula,Potato,Other,700
Haryana,Panchkula,Tomato,Other,1300
Haryana,Rohtak,Banana,Other,1100
Haryana,Rohtak,Bhindi(Ladies Finger),Bhindi,4000
Haryana,Rohtak,Cauliflower,Other,1000
Haryana,Rohtak,Onion,Other,2000
Haryana,Rohtak,Potato,Other,550
Haryana,Rohtak,Pumpkin,Pumpkin,1000
Haryana,Rohtak,Spinach,Other,1000
Haryana,Rohtak,Apple,Other,8000
Haryana,Rohtak,Banana,Other,1500
Haryana,Rohtak,Grapes,Other,6000
Haryana,Rohtak,Mousambi(Sweet Lime),Other,3000
Haryana,Rohtak,Onion,Other,900
Haryana,Rohtak,Orange,Other,4500
Haryana,Rohtak,Potato,Other,800
Haryana,Rohtak,Tomato,Other,1500
Haryana,Sirsa,Barley (Jau),Other,1186
Haryana,Sirsa,Mustard,Other,3500
Haryana,Sirsa,Apple,Other,11000
Haryana,Sirsa,Banana,Other,1800
Haryana,Sirsa,Bhindi(Ladies Finger),Other,6100
Haryana,Sirsa,Brinjal,Other,1200
Haryana,Sirsa,Cabbage,Other,800
Haryana,Sirsa,Capsicum,Other,1200
Haryana,Sirsa,Chikoos(Sapota),Other,2200
Haryana,Sirsa,Cucumbar(Kheera),Other,300
Haryana,Sirsa,Grapes,Other,6000
Haryana,Sirsa,Onion,Other,1300
Haryana,Sirsa,Potato,Other,800
Haryana,Sirsa,Sponge gourd,Other,400
Haryana,Sirsa,Tomato,Other,1000
Haryana,Sonipat,Bhindi(Ladies Finger),Other,2500
Haryana,Sonipat,Brinjal,Other,1000
Haryana,Sonipat,Grapes,Other,3500
Haryana,Sonipat,Green Chilli,Other,3000
Haryana,Sonipat,Mousambi(Sweet Lime),Other,3500
Haryana,Sonipat,Onion,Other,1800
Haryana,Sonipat,Potato,Other,500
Haryana,Sonipat,Water Melon,Other,2500
Haryana,Yamuna Nagar,Bottle gourd,Bottle Gourd,630
Haryana,Yamuna Nagar,Carrot,Carrot,1200
Haryana,Yamuna Nagar,Cauliflower,Cauliflower,420
Haryana,Yamuna Nagar,Cucumbar(Kheera),Cucumbar,520
Haryana,Yamuna Nagar,Green Chilli,Green Chilly,2200
Haryana,Yamuna Nagar,Peas Wet,Peas Wet,3000
Haryana,Yamuna Nagar,Pumpkin,Pumpkin,500
Haryana,Yamuna Nagar,Raddish,Raddish,410
Haryana,Yamuna Nagar,Spinach,Spinach,425
Haryana,Yamuna Nagar,Apple,Other,10500
Haryana,Yamuna Nagar,Bhindi(Ladies Finger),Other,5000
Haryana,Yamuna Nagar,Bottle gourd,Other,1200
Haryana,Yamuna Nagar,Cabbage,Other,700
Haryana,Yamuna Nagar,Capsicum,Other,3000
Haryana,Yamuna Nagar,Carrot,Other,1200
Haryana,Yamuna Nagar,Cauliflower,Other,500
Haryana,Yamuna Nagar,Cucumbar(Kheera),Other,1200
Haryana,Yamuna Nagar,Ginger(Green),Other,3500
Haryana,Yamuna Nagar,Green Chilli,Other,3500
Haryana,Yamuna Nagar,Onion,Other,1200
Haryana,Yamuna Nagar,Potato,Other,700
Haryana,Yamuna Nagar,Tomato,Other,1100
Haryana,Yamuna Nagar,Banana,Other,2000
Haryana,Yamuna Nagar,Bhindi(Ladies Finger),Other,4000
Haryana,Yamuna Nagar,Bitter gourd,Other,3200
Haryana,Yamuna Nagar,Bottle gourd,Other,800
Haryana,Yamuna Nagar,Brinjal,Other,700
Haryana,Yamuna Nagar,Cabbage,Other,350
Haryana,Yamuna Nagar,Capsicum,Capsicum,2000
Haryana,Yamuna Nagar,Cauliflower,Other,500
Haryana,Yamuna Nagar,Cucumbar(Kheera),Other,700
Haryana,Yamuna Nagar,Ginger(Green),Other,4000
Haryana,Yamuna Nagar,Grapes,Other,3500
Haryana,Yamuna Nagar,Lemon,Other,6000
Haryana,Yamuna Nagar,Mousambi(Sweet Lime),Other,3200
Haryana,Yamuna Nagar,Onion,Other,1000
Haryana,Yamuna Nagar,Peas Wet,Other,2500
Haryana,Yamuna Nagar,Potato,Other,650
Haryana,Yamuna Nagar,Pumpkin,Other,800
Haryana,Yamuna Nagar,Raddish,Other,400
Haryana,Yamuna Nagar,Tomato,Other,800
Himachal Pradesh,Bilaspur,Banana,Other,2200
Himachal Pradesh,Bilaspur,Bottle gourd,Other,1200
Himachal Pradesh,Bilaspur,Brinjal,Other,1900
Himachal Pradesh,Bilaspur,Cabbage,Other,1100
Himachal Pradesh,Bilaspur,Capsicum,Other,3500
Himachal Pradesh,Bilaspur,Cauliflower,Other,1200
Himachal Pradesh,Bilaspur,Green Chilli,Other,4200
Himachal Pradesh,Bilaspur,Lemon,Other,12000
Himachal Pradesh,Bilaspur,Onion,Other,1200
Himachal Pradesh,Bilaspur,Potato,Other,1100
Himachal Pradesh,Bilaspur,Tomato,Other,1600
Himachal Pradesh,Chamba,Banana,Other,2500
Himachal Pradesh,Chamba,Bitter gourd,Other,4400
Himachal Pradesh,Chamba,Brinjal,Other,1300
Himachal Pradesh,Chamba,Cabbage,Other,500
Himachal Pradesh,Chamba,Cauliflower,Other,650
Himachal Pradesh,Chamba,Coriander(Leaves),Other,1500
Himachal Pradesh,Chamba,Cucumbar(Kheera),Other,500
Himachal Pradesh,Chamba,French Beans (Frasbean),Other,2700
Himachal Pradesh,Chamba,Ginger(Green),Other,4350
Himachal Pradesh,Chamba,Grapes,Other,7100
Himachal Pradesh,Chamba,Green Chilli,Other,3250
Himachal Pradesh,Chamba,Guava,Other,6500
Himachal Pradesh,Chamba,Kinnow,Other,5700
Himachal Pradesh,Chamba,Onion,Other,1300
Himachal Pradesh,Chamba,Pomegranate,Other,10500
Himachal Pradesh,Chamba,Potato,Other,750
Himachal Pradesh,Chamba,Raddish,Other,700
Himachal Pradesh,Chamba,Spinach,Other,600
Himachal Pradesh,Chamba,Tomato,Other,1700
Himachal Pradesh,Chamba,Water Melon,Other,1500
Himachal Pradesh,Hamirpur,Apple,American,16250
Himachal Pradesh,Hamirpur,Apple,Royal Delicious,8500
Himachal Pradesh,Hamirpur,Banana,Other,2650
Himachal Pradesh,Hamirpur,Ber(Zizyphus/Borehannu),Other,3000
Himachal Pradesh,Hamirpur,Bhindi(Ladies Finger),Other,4750
Himachal Pradesh,Hamirpur,Bitter gourd,Other,4900
Himachal Pradesh,Hamirpur,Bottle gourd,Other,1200
Himachal Pradesh,Hamirpur,Brinjal,Other,1800
Himachal Pradesh,Hamirpur,Cabbage,Other,550
Himachal Pradesh,Hamirpur,Capsicum,Other,1900
Himachal Pradesh,Hamirpur,Carrot,Other,1400
Himachal Pradesh,Hamirpur,Cauliflower,Other,700
Himachal Pradesh,Hamirpur,Chikoos(Sapota),Other,3350
Himachal Pradesh,Hamirpur,Coriander(Leaves),Other,2750
Himachal Pradesh,Hamirpur,Cucumbar(Kheera),Other,850
Himachal Pradesh,Hamirpur,French Beans (Frasbean),Other,2600
Himachal Pradesh,Hamirpur,Garlic,Garlic,3250
Himachal Pradesh,Hamirpur,Ginger(Green),Other,5000
Himachal Pradesh,Hamirpur,Grapes,Black,11000
Himachal Pradesh,Hamirpur,Grapes,Green,9200
Himachal Pradesh,Hamirpur,Green Chilli,Other,3750
Himachal Pradesh,Hamirpur,Lemon,Other,10500
Himachal Pradesh,Hamirpur,Mango,Totapuri,11250
Himachal Pradesh,Hamirpur,Mousambi(Sweet Lime),Other,5750
Himachal Pradesh,Hamirpur,Onion,Other,1400
Himachal Pradesh,Hamirpur,Orange,Other,7250
Himachal Pradesh,Hamirpur,Papaya,Other,3350
Himachal Pradesh,Hamirpur,Peas Wet,Other,3250
Himachal Pradesh,Hamirpur,Pomegranate,Other,10250
Himachal Pradesh,Hamirpur,Potato,Desi,900
Himachal Pradesh,Hamirpur,Raddish,Other,700
Himachal Pradesh,Hamirpur,Spinach,Other,1100
Himachal Pradesh,Hamirpur,Squash(Chappal Kadoo),Other,700
Himachal Pradesh,Hamirpur,Tomato,Other,1650
Himachal Pradesh,Hamirpur,Water Melon,Other,1650
Himachal Pradesh,Hamirpur,Apple,Delicious,8750
Himachal Pradesh,Hamirpur,Banana,Other,2700
Himachal Pradesh,Hamirpur,Bhindi(Ladies Finger),Other,4750
Himachal Pradesh,Hamirpur,Bottle gourd,Other,1350
Himachal Pradesh,Hamirpur,Brinjal,Other,2000
Himachal Pradesh,Hamirpur,Cabbage,Other,700
Himachal Pradesh,Hamirpur,Capsicum,Other,2100
Himachal Pradesh,Hamirpur,Cauliflower,Other,900
Himachal Pradesh,Hamirpur,Chikoos(Sapota),Other,3500
Himachal Pradesh,Hamirpur,Cucumbar(Kheera),Other,1000
Himachal Pradesh,Hamirpur,French Beans (Frasbean),Other,2750
Himachal Pradesh,Hamirpur,Grapes,Other,10000
Himachal Pradesh,Hamirpur,Green Chilli,Other,4250
Himachal Pradesh,Hamirpur,Onion,Other,1500
Himachal Pradesh,Hamirpur,Orange,Other,7250
Himachal Pradesh,Hamirpur,Papaya,Other,3750
Himachal Pradesh,Hamirpur,Peas Wet,Other,3250
Himachal Pradesh,Hamirpur,Pomegranate,Other,10500
Himachal Pradesh,Hamirpur,Potato,Other,950
Himachal Pradesh,Hamirpur,Raddish,Other,900
Himachal Pradesh,Hamirpur,Tomato,Other,1750
Himachal Pradesh,Hamirpur,Water Melon,Other,1750
Himachal Pradesh,Kangra,Banana,Other,2700
Himachal Pradesh,Kangra,Bhindi(Ladies Finger),Other,4250
Himachal Pradesh,Kangra,Bitter gourd,Other,5750
Himachal Pradesh,Kangra,Bottle gourd,Other,1100
Himachal Pradesh,Kangra,Brinjal,Other,1650
Himachal Pradesh,Kangra,Cabbage,Other,550
Himachal Pradesh,Kangra,Capsicum,Other,2350
Himachal Pradesh,Kangra,Carrot,Other,1450
Himachal Pradesh,Kangra,Cauliflower,Other,750
Himachal Pradesh,Kangra,Coriander(Leaves),Other,2250
Himachal Pradesh,Kangra,French Beans (Frasbean),Other,2350
Himachal Pradesh,Kangra,Ginger(Green),Other,5750
Himachal Pradesh,Kangra,Grapes,Other,10500
Himachal Pradesh,Kangra,Green Chilli,Other,3750
Himachal Pradesh,Kangra,Lemon,Other,11500
Himachal Pradesh,Kangra,Mousambi(Sweet Lime),Other,5750
Himachal Pradesh,Kangra,Onion,Other,1650
Himachal Pradesh,Kangra,Orange,Other,6500
Himachal Pradesh,Kangra,Papaya,Other,2500
Himachal Pradesh,Kangra,Pomegranate,Other,10500
Himachal Pradesh,Kangra,Potato,Other,850
Himachal Pradesh,Kangra,Raddish,Other,450
Himachal Pradesh,Kangra,Spinach,Other,850
Himachal Pradesh,Kangra,Tomato,Other,1550
Himachal Pradesh,Kullu,Banana,Other,2580
Himachal Pradesh,Kullu,Bhindi(Ladies Finger),Other,4700
Himachal Pradesh,Kullu,Bottle gourd,Other,1700
Himachal Pradesh,Kullu,Brinjal,Other,1900
Himachal Pradesh,Kullu,Cabbage,Other,650
Himachal Pradesh,Kullu,Capsicum,Other,2400
Himachal Pradesh,Kullu,Carrot,Other,1650
Himachal Pradesh,Kullu,Cauliflower,Other,900
Himachal Pradesh,Kullu,Coriander(Leaves),Other,1200
Himachal Pradesh,Kullu,Cucumbar(Kheera),Other,1200
Himachal Pradesh,Kullu,French Beans (Frasbean),Other,2400
Himachal Pradesh,Kullu,Grapes,Other,10000
Himachal Pradesh,Kullu,Green Chilli,Other,4300
Himachal Pradesh,Kullu,Lemon,Other,9700
Himachal Pradesh,Kullu,Onion,Other,1750
Himachal Pradesh,Kullu,Papaya,Other,2900
Himachal Pradesh,Kullu,Peas Wet,Other,3000
Himachal Pradesh,Kullu,Potato,Other,1250
Himachal Pradesh,Kullu,Raddish,Other,600
Himachal Pradesh,Kullu,Spinach,Other,550
Himachal Pradesh,Kullu,Squash(Chappal Kadoo),Other,1050
Himachal Pradesh,Kullu,Tomato,Other,1600
Himachal Pradesh,Kullu,Water Melon,Other,1900
Himachal Pradesh,Kullu,Bhindi(Ladies Finger),Other,5500
Himachal Pradesh,Kullu,Bottle gourd,Other,1800
Himachal Pradesh,Kullu,Brinjal,Other,1500
Himachal Pradesh,Kullu,Cabbage,Other,900
Himachal Pradesh,Kullu,Capsicum,Other,3200
Himachal Pradesh,Kullu,Carrot,Other,1200
Himachal Pradesh,Kullu,Cauliflower,Other,1000
Himachal Pradesh,Kullu,Coriander(Leaves),Other,1500
Himachal Pradesh,Kullu,Cucumbar(Kheera),Other,800
Himachal Pradesh,Kullu,French Beans (Frasbean),Other,3500
Himachal Pradesh,Kullu,Grapes,Other,8500
Himachal Pradesh,Kullu,Green Chilli,Other,4000
Himachal Pradesh,Kullu,Lemon,Other,10000
Himachal Pradesh,Kullu,Onion,Other,1600
Himachal Pradesh,Kullu,Orange,Other,7200
Himachal Pradesh,Kullu,Papaya,Other,3200
Himachal Pradesh,Kullu,Peas Wet,Other,2300
Himachal Pradesh,Kullu,Potato,Other,800
Himachal Pradesh,Kullu,Raddish,Other,800
Himachal Pradesh,Kullu,Spinach,Other,1000
Himachal Pradesh,Kullu,Squash(Chappal Kadoo),Other,1500
Himachal Pradesh,Kullu,Tomato,Other,1500
Himachal Pradesh,Mandi,Banana,Other,1800
Himachal Pradesh,Mandi,Bhindi(Ladies Finger),Other,4500
Himachal Pradesh,Mandi,Bottle gourd,Other,1000
Himachal Pradesh,Mandi,Brinjal,Other,1400
Himachal Pradesh,Mandi,Cabbage,Other,700
Himachal Pradesh,Mandi,Capsicum,Other,2200
Himachal Pradesh,Mandi,Carrot,Other,1500
Himachal Pradesh,Mandi,Cauliflower,Other,700
Himachal Pradesh,Mandi,Coriander(Leaves),Other,2000
Himachal Pradesh,Mandi,Cucumbar(Kheera),Other,700
Himachal Pradesh,Mandi,French Beans (Frasbean),Other,3000
Himachal Pradesh,Mandi,Grapes,Other,7500
Himachal Pradesh,Mandi,Green Chilli,Other,2500
Himachal Pradesh,Mandi,Lemon,Other,10000
Himachal Pradesh,Mandi,Onion,Other,1200
Himachal Pradesh,Mandi,Papaya,Other,3000
Himachal Pradesh,Mandi,Peas Wet,Other,1700
Himachal Pradesh,Mandi,Pomegranate,Other,10000
Himachal Pradesh,Mandi,Potato,Other,800
Himachal Pradesh,Mandi,Raddish,Other,800
Himachal Pradesh,Mandi,Spinach,Other,900
Himachal Pradesh,Mandi,Tomato,Other,1500
Himachal Pradesh,Mandi,Water Melon,Other,1200
Himachal Pradesh,Shimla,Peas Wet,Other,2150
Himachal Pradesh,Sirmore,Banana,Other,2300
Himachal Pradesh,Sirmore,Bottle gourd,Other,700
Himachal Pradesh,Sirmore,Brinjal,Other,1600
Himachal Pradesh,Sirmore,Cabbage,Other,700
Himachal Pradesh,Sirmore,Cucumbar(Kheera),Other,500
Himachal Pradesh,Sirmore,Onion,Other,1200
Himachal Pradesh,Sirmore,Peas Wet,Other,3800
Himachal Pradesh,Sirmore,Potato,Other,700
Himachal Pradesh,Sirmore,Raddish,Other,400
Himachal Pradesh,Sirmore,Tomato,Other,1200
Himachal Pradesh,Sirmore,Water Melon,Other,1500
Himachal Pradesh,Sirmore,Banana,Other,3500
Himachal Pradesh,Sirmore,Bhindi(Ladies Finger),Other,3800
Himachal Pradesh,Sirmore,Bottle gourd,Other,900
Himachal Pradesh,Sirmore,Brinjal,Other,1900
Himachal Pradesh,Sirmore,Cabbage,Other,500
Himachal Pradesh,Sirmore,Capsicum,Other,2500
Himachal Pradesh,Sirmore,Cauliflower,Other,500
Himachal Pradesh,Sirmore,Coriander(Leaves),Other,1800
Himachal Pradesh,Sirmore,Cucumbar(Kheera),Other,800
Himachal Pradesh,Sirmore,French Beans (Frasbean),Other,1800
Himachal Pradesh,Sirmore,Ginger(Green),Other,2800
Himachal Pradesh,Sirmore,Grapes,Other,7000
Himachal Pradesh,Sirmore,Green Chilli,Other,3000
Himachal Pradesh,Sirmore,Kinnow,Other,4300
Himachal Pradesh,Sirmore,Onion,Other,1100
Himachal Pradesh,Sirmore,Papaya,Other,2800
Himachal Pradesh,Sirmore,Peas Wet,Other,2300
Himachal Pradesh,Sirmore,Potato,Other,700
Himachal Pradesh,Sirmore,Spinach,Other,1900
Himachal Pradesh,Sirmore,Tomato,Other,1300
Himachal Pradesh,Solan,Banana,Other,2300
Himachal Pradesh,Solan,Bhindi(Ladies Finger),Other,4000
Himachal Pradesh,Solan,Bitter gourd,Other,4000
Himachal Pradesh,Solan,Bottle gourd,Other,1000
Himachal Pradesh,Solan,Brinjal,Other,1600
Himachal Pradesh,Solan,Cabbage,Other,400
Himachal Pradesh,Solan,Carrot,Other,1300
Himachal Pradesh,Solan,Cauliflower,Other,500
Himachal Pradesh,Solan,Chikoos(Sapota),Other,3500
Himachal Pradesh,Solan,Coriander(Leaves),Other,1500
Himachal Pradesh,Solan,Cucumbar(Kheera),Other,700
Himachal Pradesh,Solan,French Beans (Frasbean),Other,2000
Himachal Pradesh,Solan,Ginger(Green),Other,4500
Himachal Pradesh,Solan,Grapes,Other,6500
Himachal Pradesh,Solan,Green Chilli,Other,2800
Himachal Pradesh,Solan,Guava,Other,5000
Himachal Pradesh,Solan,Lemon,Other,9500
Himachal Pradesh,Solan,Mousambi(Sweet Lime),Other,4500
Himachal Pradesh,Solan,Onion,Other,1300
Himachal Pradesh,Solan,Orange,Other,5000
Himachal Pradesh,Solan,Papaya,Other,3000
Himachal Pradesh,Solan,Pomegranate,Other,7500
Himachal Pradesh,Solan,Potato,Other,800
Himachal Pradesh,Solan,Spinach,Other,800
Himachal Pradesh,Una,Brinjal,Other,1300
Himachal Pradesh,Una,Pomegranate,Other,8500
Himachal Pradesh,Una,Spinach,Other,600
Jharkhand,Bokaro,Arhar (Tur/Red Gram),Arhar (Whole),5400
Jharkhand,Bokaro,Bengal Gram(Gram),Bold,5240
Jharkhand,Bokaro,Gur(Jaggery),Other,3850
Jharkhand,Bokaro,Onion,Red,1625
Jharkhand,Dhanbad,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5870
Jharkhand,Dhanbad,Gur(Jaggery),Other,3450
Jharkhand,Dhanbad,Maida Atta,Other,2345
Jharkhand,Dhanbad,Masur Dal,Masur Dal,4870
Jharkhand,Dhanbad,Onion,Other,1850
Jharkhand,Dhanbad,Potato,Other,1050
Jharkhand,Dhanbad,Sugar,Other,3750
Jharkhand,Dhanbad,Wheat,White,2145
Jharkhand,Dhanbad,Wheat Atta,Other,2145
Jharkhand,East Singhbhum,Bengal Gram Dal (Chana Dal),Bengal Gram (Split),6500
Jharkhand,East Singhbhum,Potato,Potato,1200
Jharkhand,Garhwa,Bhindi(Ladies Finger),Other,2360
Jharkhand,Garhwa,Bitter gourd,Bitter Gourd,2120
Jharkhand,Garhwa,Brinjal,Other,680
Jharkhand,Garhwa,Onion,Other,1340
Jharkhand,Garhwa,Pointed gourd (Parval),Other,2840
Jharkhand,Garhwa,Potato,Other,1390
Jharkhand,Garhwa,Pumpkin,Other,970
Jharkhand,Giridih,Apple,Other,8500
Jharkhand,Giridih,Arhar Dal(Tur Dal),Arhar Dal(Tur),6600
Jharkhand,Giridih,Brinjal,Other,1600
Jharkhand,Giridih,Lentil(Masur),Masur Dal,4400
Jharkhand,Giridih,Mustard Oil,Other,9900
Jharkhand,Giridih,Onion,Other,1300
Jharkhand,Giridih,Rice,Fine,3500
Jharkhand,Giridih,Rice,Medium,2500
Jharkhand,Giridih,Rice,Motta (Coarse) Boiled,2200
Jharkhand,Godda,Maize,Other,1550
Jharkhand,Godda,Onion,Other,1400
Jharkhand,Godda,Paddy(Dhan),Other,1700
Jharkhand,Godda,Potato,Other,900
Jharkhand,Godda,Rice,Medium,3100
Jharkhand,Godda,Rice,Other,2700
Jharkhand,Godda,Sugar,Other,4000
Jharkhand,Godda,Wheat,Other,2100
Jharkhand,Gumla,Arhar (Tur/Red Gram),Other,5450
Jharkhand,Gumla,Beans,Other,3250
Jharkhand,Gumla,Bhindi(Ladies Finger),Other,3750
Jharkhand,Gumla,Brinjal,Other,2750
Jharkhand,Gumla,Cabbage,Other,3100
Jharkhand,Gumla,Carrot,Other,2200
Jharkhand,Gumla,Cauliflower,Other,2750
Jharkhand,Gumla,Jack Fruit,Other,4250
Jharkhand,Gumla,Lentil(Masur),Other,4250
Jharkhand,Gumla,Onion,Other,3250
Jharkhand,Gumla,Paddy(Dhan),Other,1550
Jharkhand,Gumla,Peas Wet,Other,3250
Jharkhand,Gumla,Potato,Other,1200
Jharkhand,Gumla,Pumpkin,Other,2750
Jharkhand,Gumla,Rice,Other,3800
Jharkhand,Gumla,Sugar,Other,4400
Jharkhand,Gumla,Tomato,Other,2250
Jharkhand,Gumla,Wheat,Other,1735
Jharkhand,Koderma,Cabbage,Other,800
Jharkhand,Koderma,Green Chilli,Other,3600
Jharkhand,Koderma,Onion,Other,1100
Jharkhand,Koderma,Potato,Other,900
Jharkhand,Koderma,Wheat Atta,Other,2600
Jharkhand,Lohardaga,Arhar (Tur/Red Gram),Medium,6000
Jharkhand,Lohardaga,Brinjal,Brinjal,950
Jharkhand,Lohardaga,Cabbage,Cabbage,800
Jharkhand,Lohardaga,Capsicum,Capsicum,4200
Jharkhand,Lohardaga,Cauliflower,Cauliflower,900
Jharkhand,Lohardaga,Dalda,Dalda,7300
Jharkhand,Lohardaga,Green Chilli,Green Chilly,4800
Jharkhand,Lohardaga,Mahua,Other,3200
Jharkhand,Lohardaga,Maize,Deshi Red,1430
Jharkhand,Lohardaga,Mustard Oil,Other,9700
Jharkhand,Lohardaga,Onion,Onion,1300
Jharkhand,Lohardaga,Paddy(Dhan),Paddy fine,1600
Jharkhand,Lohardaga,Paddy(Dhan),Paddy Medium,1565
Jharkhand,Lohardaga,Potato,Other,1200
Jharkhand,Lohardaga,Pumpkin,Pumpkin,1400
Jharkhand,Lohardaga,Raddish,Raddish,1200
Jharkhand,Lohardaga,Rice,Common,2560
Jharkhand,Lohardaga,Rice,Fine,3000
Jharkhand,Lohardaga,Rice,Medium,1900
Jharkhand,Lohardaga,Sugar,Chini,3800
Jharkhand,Lohardaga,Tomato,Tomato,1350
Jharkhand,Lohardaga,Wheat,Medium,1750
Jharkhand,Lohardaga,Wheat,Medium Fine,2640
Jharkhand,Lohardaga,Wheat Atta,Wheat Atta,2500
Jharkhand,Pakur,Arhar (Tur/Red Gram),Arhar Dal(Tur),7300
Jharkhand,Pakur,Brinjal,Other,1541
Jharkhand,Pakur,Maize,Other,1526
Jharkhand,Pakur,Mustard Oil,Other,9888
Jharkhand,Pakur,Onion,Nasik,1100
Jharkhand,Pakur,Potato,Other,800
Jharkhand,Pakur,Rice,Fine,3500
Jharkhand,Pakur,Sugar,Chini,3900
Jharkhand,Pakur,Wheat,Deshi,1841
Jharkhand,Pakur,Wheat,White,2155
Jharkhand,Ranchi,Arhar Dal(Tur Dal),Arhar Dal(Tur),6000
Jharkhand,Ranchi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,5000
Jharkhand,Ranchi,Bengal Gram(Gram),Desi (Whole),4200
